date,국내총생산(시장가격 GDP),국민총소득(GNI)
1991-06,20591.53903330048,20589.90474854883
1991-07,20892.903750832993,20890.076777590344
1991-08,21225.867117091377,21215.43720165797
1991-09,21590.429132075635,21565.986020751687
1991-10,21986.589795785778,21941.72323487152
1991-11,22294.412614873974,22244.065112247838
1991-12,22513.89758934024,22473.011652880643
1992-01,22645.044719184567,22628.562856769942
1992-02,22852.472962257227,22845.253515164808
1992-03,23136.182318558207,23123.08362806524
1992-04,23496.172788087533,23462.053195471242
1992-05,23757.565814404217,23710.13069071931
1992-06,23920.361397508255,23867.316113809444
1992-07,23984.559537399648,23933.609464741647
1992-08,24103.789419322762,24058.100703918455
1992-09,24278.051043277588,24240.789831339887
1992-10,24507.344409264148,24481.67684700593
1992-11,24749.984443812675,24730.74096566799
1992-12,25005.971146923166,24987.982187326077
1993-01,25275.304518595625,25253.400511980177
1993-02,25605.759472567024,25579.879709158566
1993-03,25997.336008837352,25967.419778861247
1993-04,26450.034127406638,26416.020721088225
1993-05,26829.458061493977,26793.2304158288
1993-06,27135.60781109938,27099.04886308297
1993-07,27368.48337622284,27333.47606285074
1993-08,27600.489735336574,27567.475815654623
1993-09,27831.62688844058,27801.048121494634
1993-10,28061.894835534862,28034.19298037076
1993-11,28461.465695657276,28420.834459811726
1993-12,29030.33946880785,28960.972559817525
1994-01,29768.51615498655,29654.607280388165
1994-02,30347.59821029132,30222.860500239694
1994-03,30767.585634722138,30665.732219372127
1994-04,31028.478428279024,30983.22243778544
1994-05,31338.917805458972,31316.653164049694
1994-06,31698.903766262,31666.02439816487
1994-07,32108.436310688096,32031.336140131003
1994-08,32562.31721377855,32463.11197052429
1994-09,33060.54647553336,32961.35188934471
1994-10,33603.124095952546,33526.0558965923
1994-11,34115.25042909294,34045.96497595998
1994-12,34596.92547495452,34521.079127447745
1995-01,35048.149233537326,34951.39835105561
1995-02,35536.69324803003,35422.17939366587
1995-03,36062.557518432644,35933.42225527851
1995-04,36625.742044745166,36485.12693589352
1995-05,37213.18164276444,37065.05790412712
1995-06,37824.87631249042,37673.21515997933
1995-07,38460.82605392317,38309.598703450116
