date,가계신용,가계대출,판매신용
2012-10,319828.58698696055,300529.4948041221,19299.092124089133
2012-11,321860.0503369073,302427.8362190824,19432.214096486972
2012-12,322105.7179761321,302986.7712767956,19118.946779423903
2013-01,320565.5899046348,302206.2999772618,18359.29017289993
2013-02,320475.09263328434,302602.090594432,17873.002141593992
2013-03,321834.2261620807,304174.14312830614,17660.082685506077
2013-04,324642.9904910239,306922.45757888426,17720.531804636194
2013-05,326773.42210499174,308993.22265736555,17780.198980941575
2013-06,328225.5210039842,310386.43836375023,17839.084214422226
2013-07,328999.2871880012,311102.10469803814,17897.187505078135
2013-08,330847.52571800456,312689.60913308157,18157.91869893351
2013-09,333770.2365939942,315148.9516688805,18621.27779598835
2013-10,337767.4198159702,318480.13230543525,19287.264796242656
2013-11,340201.2757594865,320597.72823549755,19603.51874912424
2013-12,341071.80442454334,321501.73945906723,19570.0396546331
2014-01,340379.0058111405,321192.1659761446,19186.82751276924
2014-02,340533.1017994345,321545.6481233055,18987.453992726347
2014-03,341534.09238942503,322562.1859005499,18971.919094504414
2014-04,343381.9775811124,324241.7793078781,19140.22281810345
2014-05,345279.84069319995,326079.6931788015,19200.173585425622
2014-06,347227.6817256876,328075.92751332035,19151.771396470922
2014-07,349225.5006785753,330230.4823114345,18995.01625123935
2014-08,351916.2049078658,332848.40927738714,19067.78192650195
2014-09,355299.7944135589,335929.7084111784,19370.068422258704
2014-10,359376.2691956547,339474.3797128081,19901.875738509636
2014-11,362177.98599443765,342023.8127536095,20154.166963690142
2014-12,363704.9448099075,343578.0075335824,20126.94209780022
2015-01,363957.1456420646,344136.964052727,19820.20114083988
2015-02,365628.5866185555,346004.30514296785,19624.306195969886
2015-03,368719.26773937995,349180.03080430516,19539.25726319024
2015-04,373229.18900453835,353664.1410367388,19565.05434250095
2015-05,377318.65264242416,357542.12206729315,19776.528680452913
2015-06,380987.6586530375,360813.9738959681,20173.68027704613
2015-07,384236.2070363783,363479.6965227638,20756.509132280607
2015-08,388094.9937049299,366898.30518738984,21196.688946878767
2015-09,392564.01865869196,371069.7998898461,21494.21972084062
2015-10,397643.28189766477,375994.1806301326,21649.101454166153
2015-11,401455.42583415937,379717.9157676048,21737.509921872923
2015-12,404000.45046817564,382241.0053022625,21759.445123960926
2016-01,405278.3557997134,383563.4492341058,21714.907060430178
2016-02,407552.5457078129,385833.7564414873,21718.78952422486
2016-03,410823.0201924739,389051.9269244068,21771.09251534496
2016-04,415089.7792536967,393217.96068286436,21871.816033790496
2016-05,419234.93925372994,397255.38808533037,21979.550088059008
2016-06,423258.5001925736,401164.2091318051,22094.29467815049
2016-07,427160.4620702277,404944.4238222883,22216.04980406495
2016-08,431879.7809869705,409324.58462819294,22555.216082494855
2016-09,437416.4569428017,414304.69154951896,23111.793513440185
2016-10,443770.4899377217,419884.7445862666,23885.782096900963
2016-11,448162.8307331604,423818.24940575345,24344.617670090433
2016-12,450593.47932911786,426105.20600797975,24488.300233008606
2017-01,451062.435725594,426745.6143929454,24316.829785655482
2017-02,452624.70105551765,428333.21441947774,24291.48413457559
2017-03,455280.27531888866,430868.00608757674,24412.263279768926
2017-04,459029.15851570753,434349.98939724243,24679.167221235486
2017-05,462633.7823781317,437663.03880172706,24970.744090675507
2017-06,466094.14690616104,440807.1543010307,25286.99388808899
2017-07,469410.25209979597,443782.3358951532,25627.916613475925
2017-08,472958.67512335774,446972.4090973189,25986.265909715716
2017-09,476739.4159768461,450377.37390752765,26362.041776808353
2017-10,480752.4746602614,453997.2303257794,26755.24421475384
2017-11,483848.2409859192,456863.55971100787,26984.681263174825
2017-12,486026.7149538194,458976.3620632128,27050.35292207132
2018-01,487287.89656396216,460335.63738239446,26952.2591914433
2018-02,489167.4932685262,462192.32025039406,26975.173015203825
2018-03,491665.5050675115,464546.4106672115,27119.094393352876
2018-04,494781.93196091807,467397.90863284713,27384.023325890485
2018-05,497542.51166358107,469852.1444996209,27690.367164607014
2018-06,499947.2441755009,471909.11826753226,28038.12590950248
2018-07,501996.1294966773,473568.8299365818,28427.299560576874
2018-08,504470.42335446354,475599.6627764079,28870.76057791281
2018-09,507370.12574885937,478001.6167870105,29368.508961510302
2018-10,510695.2366798653,480774.69196838984,29920.54471136933
2018-11,512683.1448527178,482544.0108624423,30139.1339903071
2018-12,513333.85026741674,483309.5734691679,30024.27679832358
2019-01,512647.3529239623,483071.37978856685,29575.973135418804
2019-02,513049.2205451269,483722.8186269914,29326.40191812852
2019-03,514539.45313091076,485263.8899844415,29275.563146452692
2019-04,517118.05068131373,487694.5938609172,29423.45682039135
2019-05,519198.5416579292,489629.7369343482,29568.80472358251
2019-06,520780.926060757,491069.31920473446,29711.60685602614
2019-07,521865.2038897974,492013.3406720762,29851.863217722283
2019-08,523953.1833297094,493682.2128848546,30270.97044485461
2019-09,527044.8643804933,496075.9358430694,30968.928537423108
2019-10,531140.2470421491,499194.509546721,31945.73749542781
2019-11,533959.0836259511,501798.6729875931,32160.410638358127
2019-12,535501.3741318997,503888.4261656858,31612.94796621406
2020-01,535767.1185599945,505463.769080999,30303.34947899561
2020-02,536932.7705470223,507361.5446240782,29571.225922944293
2020-03,538998.330092983,509581.75279492285,29416.57729806012
2020-04,541963.7971978766,512124.39359353366,29839.40360434309
2020-05,545725.3024256926,515356.7017730362,30368.600652656514
2020-06,550282.8457764308,519278.67733343045,31004.168443000384
2020-07,555636.4272500915,523890.3202747168,31746.106975374725
2020-08,561018.4221559381,528863.2338290008,32155.18832693726
2020-09,566428.8304939707,534197.4179962825,32231.412497687994
2020-10,571867.6522641891,539892.8727765621,31974.77948762692
2020-11,576697.7827086019,544794.7520142103,31903.030694391466
2020-12,580919.221827209,548903.0557092275,32016.166117981607
2021-01,584531.9696200105,552217.7838616129,32314.18575839738
2021-02,588716.4922532031,556077.6841534997,32638.80809970329
2021-03,593472.7897267868,560482.7565848874,32990.03314189933
2021-04,598800.8620407619,565433.0011557763,33367.860884985515
2021-05,603676.2170386844,570138.0141066663,33538.20293201792
2021-06,608098.854720554,574597.7954375573,33501.059282996546
2021-07,612068.7750863712,578812.3451484496,33256.429937921406
2021-08,615394.5605130472,581992.2274148354,33402.333098211566
2021-09,618076.2110005817,584137.4422367148,33938.76876386703
2021-10,620113.7265489752,585247.9896140874,34865.736934887806
2021-11,621264.9191243422,585855.9031478651,35409.01597647715
2021-12,621529.7887266827,585961.1828380474,35568.605888635044
2022-01,620908.3353559964,585563.8286846349,35344.50667136151
2022-02,620809.0975213276,585365.2675078056,35443.830013522
2022-03,621232.075222676,585365.4993075596,35866.57591511648
2022-04,622177.2684600417,585564.5240838967,36612.74437614499
2022-05,622887.2978493519,585715.1206900586,37172.17715929337
2022-06,623362.1633906065,585817.2891260448,37544.87426456163
2022-07,623601.8650838059,585871.0293918562,37730.83569194977
2022-08,623737.3989192512,585672.0618894169,38065.33702983448
2022-09,623768.7648969428,585220.386618727,38548.37827821576
2022-10,623695.9630168801,584516.0035797866,39179.959437093625
2022-11,622794.1117092043,583406.2564102116,39387.85529899287
2022-12,621063.2109739154,581891.1451100019,39172.065863913514
2023-01,618503.2608110134,579970.6696791578,38532.591131855545
2023-02,617252.714314778,579157.6104568284,38095.10385794939
2023-03,617311.5714852087,579451.9674430136,37859.604042195046
2023-04,618679.832322306,580853.7406377136,37826.091684592524
2023-05,620336.9204033508,582402.0121598535,37934.90824349749
2023-06,622282.8357283429,584096.782009433,38186.053718909985
2023-07,624517.5782972825,585938.0501864525,38579.52811082998
2023-08,626294.9088503056,587372.9538641179,38921.9549861875
2023-09,627614.827387412,588401.4930424294,39213.33434498252
2023-10,628477.333908602,589023.6677213869,39453.66618721506
2023-11,628699.316382448,589226.2030250861,39473.11335736189
2023-12,628280.77480895,589009.098953527,39271.67585542303
2024-01,627221.7091881082,588372.3555067099,38849.353681398454
2024-02,627137.0027915667,588546.3572969732,38590.64549459346
2024-03,628026.655619325,589531.104324317,38495.55129500807
2024-04,629890.6676713835,591326.5965887413,38564.07108264226
2024-05,631889.1789808604,593221.1204882915,38668.058492569115
2024-06,634022.189547756,595214.6760229672,38807.51352478862
2024-07,636289.6993720698,597307.2631927689,38982.43617930081
2024-08,638290.592349096,599042.5939656425,39247.99838345324
2024-09,640024.8684788344,600420.6683415883,39604.200137245934
2024-10,641492.5277612848,601441.4863206061,40051.041440678884
2024-11,642224.8844609337,602007.0934249059,40217.79103602796
2024-12,642221.938577781,602117.4896544879,40104.44892329316
2025-01,641483.6901118265,601772.675009352,39711.0151024745
2025-02,642253.6462364681,602727.534066054,39526.11217041396
2025-03,644531.8069517055,604982.0668245939,39549.740127111545
2025-04,648318.1722575389,608536.2732849717,39781.89897256724
2025-05,651362.2794908431,611285.4276613374,40076.85182950574
2025-06,653664.128651618,613229.529953691,40434.59869792701
2025-07,655223.7197398635,614368.5801620324,40855.139577831076
2025-08,656263.4471320272,615127.9469675934,41135.50016443379
2025-09,656783.3108281092,615507.630370374,41275.680457735136
