date,소비자물가등락률
1975-03,21.9
1975-04,21.5
1975-05,22.1
1975-06,22.9
1975-07,23.5
1975-08,23.7
1975-09,24.2
1975-10,24.8
1975-11,25.1
1975-12,25.2
1976-01,23
1976-02,22.6
1976-03,22.4
1976-04,21.7
1976-05,20.5
1976-06,19.6
1976-07,19
1976-08,18.4
1976-09,17.6
1976-10,16.6
1976-11,15.9
1976-12,15.3
1977-01,9.7
1977-02,10.4
1977-03,10.5
1977-04,10.3
1977-05,10.2
1977-06,10.2
1977-07,10.1
1977-08,10
1977-09,9.9
1977-10,10
1977-11,10
1977-12,10.1
1978-01,13.3
1978-02,13.1
1978-03,13.1
1978-04,12.9
1978-05,12.9
1978-06,13.2
1978-07,13.4
1978-08,13.4
1978-09,13.7
1978-10,14
1978-11,14.3
1978-12,14.5
1979-01,14.1
1979-02,14.9
1979-03,15.4
1979-04,16.4
1979-05,17.5
1979-06,17.8
1979-07,17.9
1979-08,18
1979-09,18
1979-10,18
1979-11,18
1979-12,18.3
1980-01,25.4
1980-02,25.9
1980-03,26.9
1980-04,26.8
1980-05,26.8
1980-06,26.8
1980-07,26.9
1980-08,27.2
1980-09,27.5
1980-10,28
1980-11,28.3
1980-12,28.7
1981-01,28.8
1981-02,26.5
1981-03,25.1
1981-04,24.4
1981-05,23.7
1981-06,23.6
1981-07,23.6
1981-08,23.5
1981-09,23.3
1981-10,22.7
1981-11,22.1
1981-12,21.4
1982-01,12.4
1982-02,12.2
1982-03,11.8
1982-04,11.4
1982-05,10.8
1982-06,10
1982-07,9.4
1982-08,8.8
1982-09,8.2
1982-10,7.7
1982-11,7.4
1982-12,7.2
1983-01,5.1
1983-02,5.2
1983-03,5.1
1983-04,4.9
1983-05,4.6
1983-06,4.4
1983-07,4.2
1983-08,4
1983-09,3.8
1983-10,3.6
1983-11,3.6
1983-12,3.4
1984-01,1.8
1984-02,1.9
1984-03,1.9
1984-04,2.1
1984-05,2.1
1984-06,2
1984-07,2
1984-08,2
1984-09,2.1
1984-10,2.2
1984-11,2.3
1984-12,2.3
1985-01,2.1
1985-02,2
1985-03,1.9
1985-04,1.8
1985-05,1.9
1985-06,2.1
1985-07,2.2
1985-08,2.3
1985-09,2.3
1985-10,2.4
1985-11,2.4
1985-12,2.5
1986-01,3.7
1986-02,3.6
1986-03,3.6
1986-04,3.6
1986-05,3.5
1986-06,3.4
1986-07,3.4
1986-08,3.3
1986-09,3.2
1986-10,3
1986-11,2.9
1986-12,2.8
1987-01,0.9
1987-02,0.7
1987-03,0.8
1987-04,1
1987-05,1.4
1987-06,1.6
1987-07,1.7
1987-08,2
1987-09,2.2
1987-10,2.5
1987-11,2.8
1987-12,3
1988-01,6.2
1988-02,7
1988-03,7.5
1988-04,7.5
1988-05,7.3
1988-06,7.3
1988-07,7.4
1988-08,7.4
1988-09,7.3
1988-10,7.1
1988-11,7.1
1988-12,7.1
1989-01,6.8
1989-02,6.1
1989-03,5.6
1989-04,5.5
1989-05,5.6
1989-06,5.6
1989-07,5.5
1989-08,5.5
1989-09,5.6
1989-10,5.7
1989-11,5.8
1989-12,5.7
1990-01,7.3
1990-02,7.5
1990-03,7.6
1990-04,7.9
1990-05,8.1
1990-06,8.2
1990-07,8.4
1990-08,8.4
1990-09,8.5
1990-10,8.5
1990-11,8.5
1990-12,8.6
1991-01,9.2
1991-02,9.5
1991-03,9.7
1991-04,9.7
1991-05,9.4
1991-06,9.3
1991-07,9.3
1991-08,9.3
1991-09,9.3
1991-10,9.3
1991-11,9.3
1991-12,9.3
1992-01,7.7
1992-02,7.3
1992-03,7.2
1992-04,7.1
1992-05,7.1
1992-06,7.1
1992-07,7
1992-08,6.9
1992-09,6.7
1992-10,6.6
1992-11,6.4
1992-12,6.2
1993-01,4.5
1993-02,4.5
1993-03,4.6
1993-04,4.7
1993-05,4.6
1993-06,4.7
1993-07,4.6
1993-08,4.6
1993-09,4.6
1993-10,4.6
1993-11,4.7
1993-12,4.8
1994-01,6.4
1994-02,6.6
1994-03,6.5
1994-04,6.4
1994-05,6.2
1994-06,6.2
1994-07,6.3
1994-08,6.4
1994-09,6.4
1994-10,6.4
1994-11,6.3
1994-12,6.3
1995-01,5.2
1995-02,4.8
1995-03,4.8
1995-04,4.8
1995-05,4.9
1995-06,4.8
1995-07,4.6
1995-08,4.5
1995-09,4.5
1995-10,4.5
1995-11,4.5
1995-12,4.5
1996-01,4.8
1996-02,4.8
1996-03,4.7
1996-04,4.6
1996-05,4.7
1996-06,4.8
1996-07,4.9
1996-08,4.9
1996-09,4.9
1996-10,4.9
1996-11,4.9
1996-12,4.9
1997-01,4.7
1997-02,4.8
1997-03,4.7
1997-04,4.6
1997-05,4.4
1997-06,4.4
1997-07,4.3
1997-08,4.2
1997-09,4.2
1997-10,4.2
1997-11,4.2
1997-12,4.4
1998-01,8.3
1998-02,8.9
1998-03,8.9
1998-04,8.9
1998-05,8.8
1998-06,8.6
1998-07,8.4
1998-08,8.2
1998-09,8
1998-10,8
1998-11,7.8
1998-12,7.5
1999-01,1.5
1999-02,0.8
1999-03,0.7
1999-04,0.6
1999-05,0.7
1999-06,0.7
1999-07,0.6
1999-08,0.6
1999-09,0.7
1999-10,0.7
1999-11,0.8
1999-12,0.8
2000-01,1.9
2000-02,1.8
2000-03,1.9
2000-04,1.8
2000-05,1.7
2000-06,1.8
2000-07,1.9
2000-08,2
2000-09,2.2
2000-10,2.2
2000-11,2.2
2000-12,2.3
2001-01,3.4
2001-02,3.5
2001-03,3.7
2001-04,4
2001-05,4.2
2001-06,4.4
2001-07,4.4
2001-08,4.5
2001-09,4.3
2001-10,4.2
2001-11,4.2
2001-12,4.1
2002-01,2.6
2002-02,2.6
2002-03,2.5
2002-04,2.5
2002-05,2.6
2002-06,2.6
2002-07,2.5
2002-08,2.5
2002-09,2.6
2002-10,2.6
2002-11,2.7
2002-12,2.8
2003-01,3.8
2003-02,3.8
2003-03,4.1
2003-04,4
2003-05,3.8
2003-06,3.7
2003-07,3.6
2003-08,3.5
2003-09,3.5
2003-10,3.5
2003-11,3.5
2003-12,3.5
2004-01,3.4
2004-02,3.3
2004-03,3.2
2004-04,3.2
2004-05,3.3
2004-06,3.3
2004-07,3.5
2004-08,3.6
2004-09,3.7
2004-10,3.7
2004-11,3.6
2004-12,3.6
2005-01,3.4
2005-02,3.4
2005-03,3.3
2005-04,3.2
2005-05,3.2
2005-06,3.1
2005-07,3
2005-08,2.9
2005-09,2.9
2005-10,2.8
2005-11,2.8
2005-12,2.8
2006-01,2.2
2006-02,2.1
2006-03,2.1
2006-04,2.1
2006-05,2.1
2006-06,2.2
2006-07,2.2
2006-08,2.3
2006-09,2.3
2006-10,2.3
2006-11,2.3
2006-12,2.2
2007-01,1.7
2007-02,1.9
2007-03,2
2007-04,2.1
2007-05,2.2
2007-06,2.2
2007-07,2.3
2007-08,2.2
2007-09,2.3
2007-10,2.3
2007-11,2.4
2007-12,2.5
2008-01,3.9
2008-02,3.7
2008-03,3.8
2008-04,3.9
2008-05,4.1
2008-06,4.3
2008-07,4.6
2008-08,4.7
2008-09,4.7
2008-10,4.7
2008-11,4.7
2008-12,4.7
2009-01,3.7
2009-02,3.9
2009-03,3.9
2009-04,3.8
2009-05,3.6
2009-06,3.3
2009-07,3.1
2009-08,3
2009-09,2.9
2009-10,2.8
2009-11,2.8
2009-12,2.8
2010-01,3.5
2010-02,3.2
2010-03,3
2010-04,2.9
2010-05,2.8
2010-06,2.8
2010-07,2.8
2010-08,2.8
2010-09,2.8
2010-10,2.9
2010-11,2.9
2010-12,2.9
2011-01,3.4
2011-02,3.7
2011-03,3.8
2011-04,3.8
2011-05,3.8
2011-06,3.9
2011-07,4
2011-08,4.1
2011-09,4
2011-10,4
2011-11,4
2011-12,4
2012-01,3.3
2012-02,3.2
2012-03,3
2012-04,2.9
2012-05,2.8
2012-06,2.7
2012-07,2.5
2012-08,2.4
2012-09,2.3
2012-10,2.3
2012-11,2.3
2012-12,2.2
2013-01,1.6
2013-02,1.6
2013-03,1.6
2013-04,1.5
2013-05,1.4
2013-06,1.4
2013-07,1.4
2013-08,1.4
2013-09,1.4
2013-10,1.3
2013-11,1.3
2013-12,1.3
2014-01,1.1
2014-02,1
2014-03,1.1
2014-04,1.2
2014-05,1.3
2014-06,1.4
2014-07,1.4
2014-08,1.4
2014-09,1.4
2014-10,1.4
2014-11,1.3
2014-12,1.3
2015-01,1
2015-02,0.8
2015-03,0.7
2015-04,0.6
2015-05,0.6
2015-06,0.6
2015-07,0.6
2015-08,0.7
2015-09,0.6
2015-10,0.7
2015-11,0.7
2015-12,0.7
2016-01,0.6
2016-02,0.9
2016-03,0.9
2016-04,0.9
2016-05,0.9
2016-06,0.8
2016-07,0.8
2016-08,0.7
2016-09,0.8
2016-10,0.9
2016-11,0.9
2016-12,1
2017-01,2.2
2017-02,2.2
2017-03,2.2
2017-04,2.1
2017-05,2.1
2017-06,2.1
2017-07,2.1
2017-08,2.1
2017-09,2.1
2017-10,2.1
2017-11,2
2017-12,1.9
2018-01,0.8
2018-02,1
2018-03,1.1
2018-04,1.2
2018-05,1.2
2018-06,1.3
2018-07,1.3
2018-08,1.3
2018-09,1.4
2018-10,1.4
2018-11,1.5
2018-12,1.5
2019-01,0.8
2019-02,0.6
2019-03,0.5
2019-04,0.5
2019-05,0.6
2019-06,0.6
2019-07,0.6
2019-08,0.5
2019-09,0.4
2019-10,0.4
2019-11,0.4
2019-12,0.4
2020-01,1.2
2020-02,1
2020-03,1
2020-04,0.7
2020-05,0.5
2020-06,0.5
2020-07,0.5
2020-08,0.5
2020-09,0.6
2020-10,0.5
2020-11,0.5
2020-12,0.5
2021-01,0.9
2021-02,1.2
2021-03,1.4
2021-04,1.7
2021-05,1.9
2021-06,2
2021-07,2.1
2021-08,2.1
2021-09,2.2
2021-10,2.3
2021-11,2.4
2021-12,2.5
2022-01,3.8
2022-02,3.8
2022-03,3.9
2022-04,4.1
2022-05,4.4
2022-06,4.6
2022-07,4.9
2022-08,5
2022-09,5
2022-10,5.1
2022-11,5.1
2022-12,5.1
2023-01,5
2023-02,4.8
2023-03,4.6
2023-04,4.4
2023-05,4.2
2023-06,3.9
2023-07,3.7
2023-08,3.7
2023-09,3.7
2023-10,3.7
2023-11,3.6
2023-12,3.6
2024-01,2.8
2024-02,3
2024-03,3
2024-04,3
2024-05,2.9
2024-06,2.8
2024-07,2.8
2024-08,2.7
2024-09,2.6
2024-10,2.4
2024-11,2.3
2024-12,2.3
2025-01,2.2
2025-02,2.1
2025-03,2.1
2025-04,2.1
2025-05,2.1
2025-06,2.1
2025-07,2.1
2025-08,2
2025-09,2
2025-10,2.1
2025-11,2.1
2025-12,2.1
2026-01,2
