date,cpi,가계신용,가계대출,판매신용,경제활동인구,비경제활동인구,취업자,실업자,실업률,고용률,경제활동참가율,소비자물가등락률,근로일수,국내총생산(시장가격 GDP),국민총소득(GNI),중위연령,평균연령,전체임금총액,전체근로일수,전체근로시간,총인구수,0~14세 구성비,15~64세 구성비,고령인구비율,자살자수
2023-01,110.07,618503.2608110134,579970.6696791578,38532.591131855545,28386.9,16965.0,27363.1,1023.8,3.6,60.3,62.6,5.0,19.4,195567.08269747297,198324.8456654568,45.7,44.6,4694110.0,19.0,153.8,51430018,11.406719709878384,70.48950673126345,18.103773558858176,1007
2023-02,110.33,617252.714314778,579157.6104568284,38095.10385794939,28603.9,16750.9,27713.8,890.1,3.1,61.1,63.1,0.2,19.3,196439.19867063293,199364.2422991453,45.7,44.6,3900997.0,18.9,152.9,51421479,11.374351951253676,70.44282020748567,18.182827841260654,1072
2023-02,110.33,617252.714314778,579157.6104568284,38095.10385794939,28603.9,16750.9,27713.8,890.1,3.1,61.1,63.1,4.7,19.3,196439.19867063293,199364.2422991453,45.7,44.6,3900997.0,18.9,152.9,51421479,11.374351951253676,70.44282020748567,18.182827841260654,1072
2023-02,110.33,617252.714314778,579157.6104568284,38095.10385794939,28603.9,16750.9,27713.8,890.1,3.1,61.1,63.1,4.8,19.3,196439.19867063293,199364.2422991453,45.7,44.6,3900997.0,18.9,152.9,51421479,11.374351951253676,70.44282020748567,18.182827841260654,1072
2023-03,110.52,617311.5714852087,579451.9674430136,37859.604042195046,29062.7,16304.2,28223.2,839.5,2.9,62.2,64.1,4.2,19.3,197282.11863189412,200377.0120353979,45.7,44.6,3897187.0,20.6,166.1,51414281,11.33693574359233,70.38593421154718,18.27713004486049,1281
2023-03,110.52,617311.5714852087,579451.9674430136,37859.604042195046,29062.7,16304.2,28223.2,839.5,2.9,62.2,64.1,0.2,19.3,197282.11863189412,200377.0120353979,45.7,44.6,3897187.0,20.6,166.1,51414281,11.33693574359233,70.38593421154718,18.27713004486049,1281
2023-03,110.52,617311.5714852087,579451.9674430136,37859.604042195046,29062.7,16304.2,28223.2,839.5,2.9,62.2,64.1,4.6,19.3,197282.11863189412,200377.0120353979,45.7,44.6,3897187.0,20.6,166.1,51414281,11.33693574359233,70.38593421154718,18.27713004486049,1281
2023-04,110.77,618679.832322306,580853.7406377136,37826.09168459253,29236.4,16135.1,28432.0,804.4,2.8,62.7,64.4,3.7,19.2,198095.84258125667,201363.1548742147,45.7,44.6,3705514.0,19.2,154.6,51408155,11.29944072102957,70.35148800807966,18.34907127089077,1185
2023-04,110.77,618679.832322306,580853.7406377136,37826.09168459253,29236.4,16135.1,28432.0,804.4,2.8,62.7,64.4,0.2,19.2,198095.84258125667,201363.1548742147,45.7,44.6,3705514.0,19.2,154.6,51408155,11.29944072102957,70.35148800807966,18.34907127089077,1185
2023-04,110.77,618679.832322306,580853.7406377136,37826.09168459253,29236.4,16135.1,28432.0,804.4,2.8,62.7,64.4,4.4,19.2,198095.84258125667,201363.1548742147,45.7,44.6,3705514.0,19.2,154.6,51408155,11.29944072102957,70.35148800807966,18.34907127089077,1185
2023-05,111.13,620336.9204033508,582402.0121598535,37934.90824349749,29622.6,15756.4,28835.2,787.4,2.7,63.5,65.3,4.2,19.2,198948.1916326548,202133.37442825787,45.7,44.6,3703213.0,19.2,154.7,51400521,11.268691225911894,70.3134098582386,18.41789891584951,1317
2023-05,111.13,620336.9204033508,582402.0121598535,37934.90824349749,29622.6,15756.4,28835.2,787.4,2.7,63.5,65.3,3.4,19.2,198948.1916326548,202133.37442825787,45.7,44.6,3703213.0,19.2,154.7,51400521,11.268691225911894,70.3134098582386,18.41789891584951,1317
2023-05,111.13,620336.9204033508,582402.0121598535,37934.90824349749,29622.6,15756.4,28835.2,787.4,2.7,63.5,65.3,0.3,19.2,198948.1916326548,202133.37442825787,45.7,44.6,3703213.0,19.2,154.7,51400521,11.268691225911894,70.3134098582386,18.41789891584951,1317
2023-06,111.16,622282.8357283429,584096.782009433,38186.05371890999,29618.3,15764.8,28811.7,806.6,2.7,63.5,65.3,3.9,19.8,199839.16578608847,202687.6706975274,45.7,44.6,3736876.0,19.8,159.3,51392745,11.2413318261167,70.28800271322343,18.470665460659863,1280
2023-06,111.16,622282.8357283429,584096.782009433,38186.05371890999,29618.3,15764.8,28811.7,806.6,2.7,63.5,65.3,0.0,19.8,199839.16578608847,202687.6706975274,45.7,44.6,3736876.0,19.8,159.3,51392745,11.2413318261167,70.28800271322343,18.470665460659863,1280
2023-06,111.16,622282.8357283429,584096.782009433,38186.05371890999,29618.3,15764.8,28811.7,806.6,2.7,63.5,65.3,2.7,19.8,199839.16578608847,202687.6706975274,45.7,44.6,3736876.0,19.8,159.3,51392745,11.2413318261167,70.28800271322343,18.470665460659863,1280
2023-07,111.29,624517.5782972825,585938.0501864525,38579.52811082998,29492.5,15906.8,28685.7,806.8,2.7,63.2,65.0,3.7,19.7,200768.7650415577,203026.0436820234,45.7,44.6,3962662.0,19.7,158.9,51387133,11.20680735389538,70.25831349649337,18.53487914961125,1229
2023-07,111.29,624517.5782972825,585938.0501864525,38579.52811082998,29492.5,15906.8,28685.7,806.8,2.7,63.2,65.0,0.1,19.7,200768.7650415577,203026.0436820234,45.7,44.6,3962662.0,19.7,158.9,51387133,11.20680735389538,70.25831349649337,18.53487914961125,1229
2023-07,111.29,624517.5782972825,585938.0501864525,38579.52811082998,29492.5,15906.8,28685.7,806.8,2.7,63.2,65.0,2.4,19.7,200768.7650415577,203026.0436820234,45.7,44.6,3962662.0,19.7,158.9,51387133,11.20680735389538,70.25831349649337,18.53487914961125,1229
2023-08,112.28,626294.9088503056,587372.9538641179,38921.9549861875,29251.3,16163.3,28678.0,573.3,2.0,63.1,64.4,0.9,20.0,201780.16607425676,203887.42916662985,45.7,44.6,3742315.0,20.0,161.1,51377213,11.174259296626309,70.20040187855265,18.62533882482104,1220
2023-08,112.28,626294.9088503056,587372.9538641179,38921.9549861875,29251.3,16163.3,28678.0,573.3,2.0,63.1,64.4,3.7,20.0,201780.16607425676,203887.42916662985,45.7,44.6,3742315.0,20.0,161.1,51377213,11.174259296626309,70.20040187855265,18.62533882482104,1220
2023-08,112.28,626294.9088503056,587372.9538641179,38921.9549861875,29251.3,16163.3,28678.0,573.3,2.0,63.1,64.4,3.4,20.0,201780.16607425676,203887.42916662985,45.7,44.6,3742315.0,20.0,161.1,51377213,11.174259296626309,70.20040187855265,18.62533882482104,1220
2023-09,112.85,627614.827387412,588401.4930424294,39213.33434498252,29359.3,16071.2,28697.9,661.4,2.3,63.2,64.6,0.5,18.3,202873.3688841856,205271.82715134675,45.7,44.6,4315697.0,18.3,148.0,51370001,11.133408387513953,70.15685282933906,18.709738783147,1169
2023-09,112.85,627614.827387412,588401.4930424294,39213.33434498252,29359.3,16071.2,28697.9,661.4,2.3,63.2,64.6,3.7,18.3,202873.3688841856,205271.82715134675,45.7,44.6,4315697.0,18.3,148.0,51370001,11.133408387513953,70.15685282933906,18.709738783147,1169
2023-09,112.85,627614.827387412,588401.4930424294,39213.33434498252,29359.3,16071.2,28697.9,661.4,2.3,63.2,64.6,3.7,18.3,202873.3688841856,205271.82715134675,45.7,44.6,4315697.0,18.3,148.0,51370001,11.133408387513953,70.15685282933906,18.709738783147,1169
2023-10,113.27,628477.333908602,589023.6677213869,39453.66618721506,29390.3,16061.7,28763.9,626.5,2.1,63.3,64.7,0.4,18.2,204048.37347134436,207179.23763617425,45.7,44.6,3792170.0,18.2,146.9,51354226,11.098656223540395,70.10559169950298,18.795752076956624,1150
2023-10,113.27,628477.333908602,589023.6677213869,39453.66618721506,29390.3,16061.7,28763.9,626.5,2.1,63.3,64.7,3.7,18.2,204048.37347134436,207179.23763617425,45.7,44.6,3792170.0,18.2,146.9,51354226,11.098656223540395,70.10559169950298,18.795752076956624,1150
2023-10,113.27,628477.333908602,589023.6677213869,39453.66618721506,29390.3,16061.7,28763.9,626.5,2.1,63.3,64.7,3.8,18.2,204048.37347134436,207179.23763617425,45.7,44.6,3792170.0,18.2,146.9,51354226,11.098656223540395,70.10559169950298,18.795752076956624,1150
2023-11,112.68,628699.316382448,589226.2030250861,39473.11335736189,29374.8,16101.3,28698.2,676.6,2.3,63.1,64.6,3.3,20.5,205579.21951462585,209003.2370302504,45.7,44.6,3714378.0,20.5,165.6,51337076,11.06717686842936,70.05979849728878,18.873024634281855,1015
2023-11,112.68,628699.316382448,589226.2030250861,39473.11335736189,29374.8,16101.3,28698.2,676.6,2.3,63.1,64.6,-0.5,20.5,205579.21951462585,209003.2370302504,45.7,44.6,3714378.0,20.5,165.6,51337076,11.06717686842936,70.05979849728878,18.873024634281855,1015
